pathway,T1_D1_DP1,T2_D2_DP2,CA_DP2,T2_D0_DP1,T4_D1_DP2,T1_D1_DP3,T1_D3_DP2,T2_D3_DP2,CC_DP2,T2_D3_DP3,T2_D2_DP1,T1_D2_DP1,T4_D0_DP1,T4_D1_DP3,T3_D0_DP1,T2_D3_DP1,T1_D0_DP1,CC_DP1,T5_D3_DP3,CC_DP3,T2_D1_DP2,CB_DP3,T1_D2_DP2,CA_DP1,T4_D3_DP1,T5_D2_DP3,T3_D2_DP2,T5_D2_DP2,T5_D3_DP2,T3_D3_DP1,T4_D3_DP3,T2_D1_DP3,T4_D1_DP1,T1_D2_DP3,T4_D2_DP1,CA_DP3,T5_D2_DP1,T5_D1_DP3,CB_DP1,T3_D2_DP3,T5_D0_DP1,T3_D3_DP3,T3_D3_DP2,T3_D1_DP2,T1_D3_DP1,CB_DP2,T3_D2_DP1,T5_D1_DP1,T4_D3_DP2,T3_D1_DP3,T4_D2_DP3,T3_D1_DP1,T4_D2_DP2,T5_D3_DP1,T5_D1_DP2,T1_D3_DP3,T2_D1_DP1,T2_D2_DP3,T1_D1_DP2
PWY-7385,0,0,0,1.728376792,0,0,0,0,0,0,0,0,3.266589307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.483202914,0,0,0,1.666642819,0,0,0,9.239610369,0,0,0,7.423984763,0,0,3.818064352,0,0,0,2.7999531,0,0,0,0,0,0,0
PWY-7391,0,0,21.7154465,190.2277846,0,26.57461185,0,0,4.669654899,1107.495458,0,62.02740545,30.98230659,41.11282705,38.87861198,0,81.71073148,295.9270025,128.9202305,62.84046858,7.980853073,5.988267974,36.82894232,0,5.297999602,198.0842493,1.998932876,0,0,65.26219397,19.79811491,950.8110681,32.72430825,1277.143403,85.57364026,15.9245584,47.74902675,119.2494355,3.961859783,81.20184661,118.0892133,1.998552709,35.34623274,3.993647456,77.17603821,0,137.0100665,15.83172316,0,29.60996135,539.5226125,50.67877144,0,62.44568376,0,158.348217,0,638.5681086,164.7844657
PWY-7392,7843.410617,43919.2038,32528.85221,61542.68791,38327.20108,3282.413584,29754.2958,47204.88837,48339.7544,39684.99179,30604.15002,1269.038126,54466.96249,45537.1048,54038.68925,49284.79387,19644.74004,88492.69335,60549.8985,58914.24471,55657.41256,52051.22421,4726.240854,89197.30206,61690.08991,55432.59757,59720.52444,50108.39629,48406.42745,51399.0313,49810.97674,70161.67955,59877.49942,21058.8366,55220.51128,71063.65209,49628.6214,38541.59662,51947.58554,61529.32173,91115.64492,53457.08637,86470.53461,44537.72441,96695.9877,37799.83027,23616.17221,54928.83862,68072.82964,57932.85231,40459.9062,73554.71566,58840.78884,50684.90176,53321.19963,74116.52435,2662.467221,57879.30282,16752.13198
PWY-7398,0,0,0,32.26519905,0,0,0,0,3.97777137,0,3.956861287,0,18.91389909,0,22.37016034,9.853648156,0,38.24605501,0,0,0,0,0,0,26.80099462,0,0,0,0,31.21500742,0,0,40.37621589,0,26.56516452,0,19.05580188,0,3.976719746,0,19.4934054,0,0,0,25.50844511,0,7.814671317,11.6879445,0,0,0,30.45306466,0,0,0,0,0,0,0
PWY-7400,11586.87581,70267.75013,47021.51604,84276.21092,81332.49999,3668.987883,45671.04292,74766.39992,71905.53617,58642.12029,43070.80569,1555.602047,77759.794,75687.29047,70102.38939,67518.06394,21373.81735,113888.2522,87939.23235,82266.13342,96059.86241,79660.973,16665.97148,129762.2956,78610.52589,73777.64083,109450.1206,76595.88234,70796.20535,65366.50155,77559.65843,94609.31495,73741.11627,23148.33507,68874.21123,101695.0341,63174.13771,54080.42555,71574.79078,96511.18822,119253.6374,94627.41052,115631.1962,77304.8215,122576.3499,58083.53692,28907.96142,73858.48147,114407.8773,92372.19422,69701.60431,93600.47693,91759.355,68408.66839,84582.16789,97765.59444,8824.629759,74384.45996,33714.76565
PWY-7401,0,0,0,12.75565938,0,0,0,0,0,0,0,0,0,0,0,0,0,2.988808816,0,0,0,0,0,0,0,0,0,0,0,5.865230109,0,0,0,0,0,0,0,0,0,0,1.988430946,0,4.848414376,0,1.992043496,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7402,0,0,0,12.8181067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7431,2881.407862,2554.492161,2376.94424,11198.69065,2191.522093,222.9794743,1780.32959,2677.374596,3843.52481,911.61925,4006.365137,469.4190237,7672.859944,959.6108354,7418.415452,6856.344887,5215.315127,13554.79427,1188.077835,1961.002396,2858.327784,2266.829674,1240.912151,7258.096305,10497.15738,1826.332291,3560.665948,2924.088093,3526.867565,10455.16553,1050.617092,1425.466416,9909.838914,586.4905185,9179.841523,3288.565139,7138.176483,842.6794327,6409.557756,1211.386054,13819.10565,2404.913686,7136.280302,2266.549548,15962.82253,3077.547109,5189.984797,6494.258467,3979.020841,1201.134013,757.379168,10961.12048,3355.186493,7885.743933,3502.906424,1459.109337,3212.070774,958.4084077,28475.87085
PWY-7446,67.12945124,0,0,11.90169768,1.980431794,0,0,0,0.994947823,1.479288888,1.981698958,0,5.960260262,0,38.64225895,3.955964337,50.16050635,4.987034987,0,0,1.980834281,0,15.87345019,0,13.82553291,0,0,0,0,5.965003947,0,0,13.80684016,9.411764706,17.68343911,0,1.994670791,0,1.978120485,0,17.79839025,0,0,0,10.43308757,0,27.20761967,3.969054437,0,0,0,9.894394559,0,9.936001102,0,0,0,1.901753278,115.9476438
PWY-7456,0,30.99699058,87.10901681,462.981284,79.39246699,11.95293699,28.29129077,73.52341919,137.6652087,1643.173773,28.8642139,0,461.9173056,55.11057146,491.7472709,54.37082572,758.4394399,1177.163685,162.1943371,233.6326828,146.1346757,114.4592048,187.8454782,5.989645442,159.6506884,223.0599725,56.24703638,95.27339197,42.04604766,161.9327584,77.19497498,3561.725837,360.7063386,6426.098923,507.4471327,165.8472914,341.2278553,114.538659,29.23013571,64.03257191,606.7160785,92.10089137,139.014471,104.3933332,252.8185497,75.88828511,215.2878998,239.2784188,114.3315979,108.8423131,356.2298327,174.1343701,108.9443736,116.5590407,71.2116923,117.9851061,559.0334693,143.0060822,0
PWY-7527,26.46809344,0,0,73.8305301,0,227.2767674,0,0,4.821466898,0,0,19.08385765,21.21994388,0,174.4268212,0,209.6073886,106.1537338,0,0,0,0,23.0211433,680.0364082,0,0,0,0,0,4.281121144,0,0,0,177.1914107,16.60115276,0,14.93858576,0,0,0,15.87688958,0,23.50247701,0,4.758668507,0,16.56092734,13.29079064,0,9.488539713,0,0,33.91826397,426.0167448,4.804009235,4.899574468,3.329426643,0,0
PWY-7528,0,0,0,0,0,0,0,0,5.024592712,0,0,0,0,0,0,0,0,5.34880239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.00765666,0,0,0,0,0,0,0,0,4.864750498,0,0,0,0,0,0,10.22284921,0,0,34.06009745,0,5.029275472,5.335928755,0,0,0
PWY-7539,10234.14295,78379.2063,51287.04511,107603.5205,80183.61535,4059.807163,51274.51207,85796.4115,80403.92211,85903.48411,52273.52403,1904.78299,99398.86714,105670.8613,84887.94092,80092.68448,26010.7816,146593.5016,135591.1124,107709.8313,113549.0166,98263.89807,9096.942699,161614.6547,93296.97669,119343.3464,119104.6462,85925.2493,76889.83609,77524.92883,110408.1383,136222.8929,87889.89465,24192.70646,82245.10553,127841.1927,76995.04538,83093.60432,85896.63492,130830.5675,146547.164,104968.1354,141850.8679,88367.38623,148904.6373,63369.29322,33941.16916,93563.45442,126217.6235,132132.7522,92873.78817,116724.6892,99147.54236,84467.91086,91999.93435,136564.6119,10966.4734,104744.1505,43158.00644
PWY-7560,11555.23493,71738.98952,47720.3036,100009.3054,79054.06882,3998.353349,46432.90884,76790.90572,71593.08358,65710.6714,46371.72713,1580.072493,92830.58874,83967.48762,76480.10621,69566.2549,22666.56853,134674.6829,101662.1823,88022.43288,100455.8282,85727.86103,18202.43066,146975.3172,83513.64447,88421.94899,111206.4846,77843.11145,69663.84451,69047.5297,86420.0249,107600.8585,79626.66185,25143.60928,73534.9046,110279.7772,69894.96152,62594.25205,74911.54355,106264.9064,131869.5253,95700.74438,125060.8734,79541.01141,132500.6485,59685.35105,29939.85797,85773.58509,116286.7952,103958.3086,76129.4585,106302.7797,92042.64604,76506.93505,85604.74533,109768.7789,9436.134764,81532.39927,33074.96659
PWY-7616,0,119.6026276,47.35776654,500.8596728,29.53128255,0,82.88547347,135.0060509,144.3088136,49.11830448,46.5632721,61.45141296,211.5450826,0,297.2836222,43.59401118,104.1647114,471.4279702,8.990010611,75.65699194,71.70612964,20.83250842,32.06150567,627.237058,349.6918209,94.75850287,88.94392894,74.61907802,46.6597678,261.989904,11.94789182,66.86441198,330.3759493,87.62422178,258.6518558,35.67795459,198.7108208,2.998417619,96.59778596,0,353.5344947,34.6395496,104.5824695,29.07162276,467.299517,75.10125465,223.1449518,161.7885508,106.1699211,22.35807641,11.95167788,214.9196219,80.7733355,520.9516903,94.62680627,14.95895438,417.0356645,0,471.8818039
PWY-7644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.534759358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7663,24364.26995,135259.5477,91054.6029,167046.89,151108.4703,5698.092566,89714.99767,147021.8931,142291.8374,123721.0353,83437.09939,2935.476425,156308.4194,164241.7207,142320.3376,131414.0258,50356.75692,233196.2979,200834.3016,177914.8027,190086.291,165769.7634,43172.11855,209118.025,155115.3233,173500.4752,205231.4063,152317.3693,136751.5832,129777.4783,172781.4458,207809.2085,147604.1854,41524.58373,138709.5338,215840.4699,127394.351,122974.6686,136511.5129,205473.5211,238838.3402,182613.0953,222494.8412,150972.7719,240221.4896,111694.0413,57296.62342,147228.3333,222445.4919,205390.6563,142029.2327,186320.0879,179761.2346,135688.102,163615.6475,220766.9789,16042.30011,160832.9981,75891.02416
PWY-7664,14893.03271,90335.55968,56527.06355,101557.1364,88195.65728,2895.435248,59316.91473,99798.0975,92914.90807,88238.72159,58158.1283,2150.238136,94805.88756,118630.5235,84883.87975,89248.01323,23005.075,137801.1715,145972.2423,116523.2575,131976.8034,109986.3884,6674.027782,155797.9819,88720.57066,125318.9986,141772.0927,101125.3526,91829.61281,73672.57158,123961.1372,141216.5973,85024.48399,19258.51762,79980.92679,140747.2052,74630.51613,86999.17954,92486.56694,143241.7397,143222.9802,119683.4595,159428.533,100652.2934,149836.9785,71905.57771,31819.43494,94047.67813,146326.3302,146056.1745,98376.51174,112545.5848,111850.8937,84739.58507,109814.0524,146530.1179,10621.76967,103108.6555,73057.90319
PWY-841,13794.16326,91361.66289,60806.73,119235.0451,100140.8772,4494.496139,59607.71113,98283.80152,92582.82862,87333.18135,57106.89501,2144.080549,109375.0183,113047.4569,96138.54884,87029.11753,32901.76012,165241.2293,140030.7262,116269.991,128183.867,110732.2197,20934.66114,171281.3254,104661.6865,121408.2959,139780.9879,99973.15697,89769.42008,86552.5033,116902.3418,142599.3694,100533.836,29808.55983,92896.55905,144069.4969,86880.74807,85941.45936,92948.97619,142239.9218,163231.9652,123357.1733,156341.6575,101731.2599,165506.8512,74271.08923,38942.37071,104406.8066,147823.2414,141040.7911,100415.0591,130564.1736,118327.4981,92877.38268,108146.5186,147753.3053,10939.23048,110229.1159,39623.34747
PWY-922,142.2834778,1293.179781,909.4619269,276.8880888,1811.616477,319.5782926,835.1165368,1339.697769,1135.421604,1364.369886,59.14926118,155.2757979,448.5567191,1020.48273,644.963794,189.1136012,474.6074199,478.1939076,1376.659004,1260.446481,1795.213409,1817.891542,243.1304822,1082.68191,591.5369602,1223.639052,2061.234251,1597.649764,1400.844274,351.734444,1009.806169,1585.659801,806.9630046,1665.105233,1189.242275,1971.025378,714.2153122,827.9333718,209.3420956,1270.544299,1224.006799,1454.94569,1051.620736,1341.24748,400.1854664,1111.893311,352.6806866,746.9319557,2437.235046,1181.958013,899.8341083,958.3755323,1756.163265,458.9330528,1616.318481,1501.133005,3.473066939,1004.328591,218.4373743
PWY0-1061,6450.677052,22039.04118,14767.56536,90100.18167,20851.34015,2339.244894,14402.37725,23562.01636,26617.62523,29146.204,33890.78544,896.5895767,87443.18017,20099.7727,68767.81668,49276.48555,16809.38125,122914.3091,28884.12302,30723.05571,31298.85501,20405.23614,2935.81569,105327.546,71593.89179,33560.14105,28141.32389,22177.66102,23271.55205,61311.09694,19759.96639,35979.09082,65190.67049,13209.73987,65026.87871,24673.15508,62391.11218,17606.49405,60026.05826,25452.87138,120588.6471,22320.26682,83404.51997,18534.85833,102372.9384,20170.17379,24711.70889,73433.6066,28876.32323,24530.66024,20304.17819,88015.51519,22883.16378,67620.64868,25353.22673,29394.34283,6440.762608,26988.75376,40944.70395
PWY0-1241,5509.261396,34123.37547,21894.94938,35698.006,49610.09049,947.0702554,22452.72012,38099.36841,34000.18836,44043.2081,15987.46318,653.9323958,29064.68625,55244.89019,25116.18261,27143.33255,11349.48506,49634.57606,73912.21036,50956.16126,53208.53557,50438.19364,8127.200076,43391.52972,28657.34218,64182.6844,54673.79928,37863.99468,28867.59735,24722.7258,55688.68116,67918.07379,24196.85304,8966.837042,26195.98756,68672.31353,23109.62976,46093.88022,29071.75956,67958.66467,48346.6317,53524.65772,43542.14025,43964.32789,46724.07256,27401.29199,10058.1279,27479.30332,59992.22588,71789.78812,49546.79736,33539.30543,48125.40602,26427.3291,39904.35187,68583.04411,2725.998477,53046.415,30114.95652
PWY0-1261,9479.694069,33430.84164,26620.1538,68726.1593,42816.27216,4063.04375,21817.5195,34424.8423,38330.52253,46124.09954,28329.55767,1477.395053,57352.51995,38075.12139,56935.05848,46609.82634,22453.00392,99184.78715,57877.74377,55506.0507,42821.37979,47016.55557,9005.978154,75914.97553,63654.75414,51802.8043,47950.06368,39189.51025,35924.44767,53687.04314,40923.92651,77145.97232,60815.55873,22590.99831,56412.95652,65199.17961,51290.85832,37736.09166,51053.37897,55032.19411,97683.9013,46359.72004,80385.42921,38348.96896,92598.10952,33654.09999,25397.28007,56098.49526,57963.76328,49597.29518,42265.09804,77046.95249,49862.92899,52394.2853,41049.74722,66621.95612,6557.189495,57731.72759,35835.57129
PWY0-1277,216.0794383,73.31291678,79.76605374,861.515201,228.5679083,0,41.35036174,20.84771519,107.6421285,54.0811356,58.80490754,17.45464437,193.9778495,27.29362786,161.7631966,136.2420158,237.1510501,566.6659729,31.71070694,99.96791163,110.8342537,29.37709909,228.0362188,552.5379389,305.3823578,0,90.31484852,98.32492098,86.27811835,371.7339881,36.64793857,5.939014067,381.9103524,71.21650774,121.3424397,67.53192499,160.9571902,47.0693142,169.520283,30.18161075,452.681288,55.86973698,206.8036436,93.73086629,590.7393503,107.9705294,285.3734942,144.3016995,127.1331361,72.34082996,23.87664709,233.4435638,129.539642,1058.509027,65.29756912,127.4727999,868.2506477,9.980896154,0
PWY0-1296,6730.241059,9540.566477,7986.324143,14657.34342,13811.3169,1965.715937,6135.801827,9254.026585,11268.68161,18569.47092,7439.024431,460.8568846,14391.05537,11986.11833,12674.8507,13496.60587,6944.416907,21682.12142,19758.53339,20486.04701,11924.80231,15891.08478,3779.475193,16400.03944,17029.15945,16855.11843,11964.13454,10582.77535,10140.42616,16302.4299,13579.42265,25634.29645,14239.63384,12579.71294,15101.79397,21624.02908,12403.49098,13396.68616,12730.10603,17445.80464,22426.80666,12698.23361,16495.93882,10887.42983,21612.58861,9819.666599,6394.615102,10453.40758,16651.19222,15254.31051,13494.66218,16235.01736,15025.99523,11893.74108,11124.60428,24016.19755,2099.319563,25223.67536,39815.39577
PWY0-1297,5954.195852,8541.694113,7177.087321,25590.38167,12712.37043,1801.115534,5479.83679,8243.585854,10124.15584,17057.43501,7471.850187,426.4387044,22117.29433,10724.22913,19792.78007,12248.5705,6240.3911,30687.46457,17971.79365,18595.64029,10648.02225,14449.71499,3262.400743,33830.10058,18482.02343,15260.38732,10650.39663,9476.341293,9097.607045,15217.79495,12203.28083,23184.34854,17686.31279,11420.6338,16538.84099,19559.31659,16044.24507,12202.8217,14870.69246,15702.21649,31315.6838,11392.78975,18642.20971,9782.944042,22323.61139,8881.860033,7384.379166,17386.68579,15012.79649,13641.71985,12180.14481,20966.46316,13498.96286,17996.10924,9968.141392,21591.21751,2536.349253,23023.0891,34550.73305
PWY0-1298,3309.420298,7364.43742,6223.647556,20967.9787,11058.78025,1746.058971,4749.124603,7095.488605,8741.389521,14356.086,6039.77481,327.4862308,17775.82211,8987.297711,16430.93957,10022.03206,5736.721266,25379.40577,14920.89952,15646.43679,9061.343821,12436.29271,2551.284133,15979.29917,15459.85108,12700.15407,9138.927988,8289.458905,7942.768793,12760.09406,10253.61509,19644.69823,14781.58998,11346.11534,13911.51594,16397.75037,13372.30973,10119.36513,11946.86421,13214.5836,25995.79785,9866.320574,15471.17104,8410.42817,18544.43892,7583.157475,6152.598698,14249.98909,13197.3189,11469.7855,10135.13128,17432.3963,11839.27759,14931.73116,8639.830771,18238.86821,1916.37941,18964.60211,28791.54736
PWY0-1319,17680.28695,100395.5856,66697.01516,143965.9195,113026.0879,4919.583597,65440.82931,107870.7536,101940.1379,98370.96394,65133.00372,2291.465225,134884.4343,127725.262,113741.082,98749.44482,36479.98029,196276.2271,156837.9815,131713.9084,141712.667,124562.2055,25772.49865,189291.3407,124558.3296,135545.4135,153014.9228,110039.2124,98228.68154,105141.6826,132848.9719,160686.2116,117631.1065,32642.13223,111277.512,160714.2264,104181.6383,95977.21099,106169.8496,159388.4082,194828.3455,136408.4523,172893.6127,112659.358,190154.2626,81533.53738,45616.60221,122306.4382,162865.2918,159479.2355,112476.6018,152444.3424,129862.1865,112139.1796,118718.9116,166303.8184,12870.03417,122782.9961,41431.88489
PWY0-1338,129.097106,0,0,78.26157728,5.095769388,137.0067766,0,1.577335375,6.870060601,7.712295525,3.74873455,25.60538692,38.13834644,0,29.17035441,2.256667464,199.5166128,91.36741301,0,0,9.313451677,3.226410565,34.67436577,8.844926819,44.09918942,0,0,0.660958758,0,72.45874104,0,53.00261097,49.24062726,59.81517241,48.76588136,3.191852526,25.64825344,1.554536188,8.247589202,0,49.33726924,3.50094667,14.61908026,6.337610214,74.40246796,0,84.59384023,12.50714717,0.332440818,2.844749997,3.124787665,23.10583209,5.747926148,42.388669,0.332102839,6.008341449,646.8934017,1.572052402,197.0896311
PWY0-1415,8052.74483,18906.22952,12781.3714,18676.10667,28966.33825,1706.593734,11728.41806,17933.21703,16716.59655,11812.21962,9030.418905,1134.574047,11398.06623,18530.85854,10803.82397,15347.54641,9428.762095,22699.51844,17424.36448,20066.8969,22677.64322,19824.25849,8351.40007,66461.66557,13489.77713,11991.22524,26355.82375,18345.86972,14811.03667,9534.15468,19606.09697,21700.86936,16174.96553,11788.51494,10787.05484,27923.57282,11066.63471,10182.96736,17406.5643,23704.91861,19957.77254,25987.31639,29342.87445,20633.76051,33139.1964,15730.27994,6778.345311,14564.96695,29149.64036,24261.3368,15744.7873,20180.4853,27125.39096,11188.14925,20163.84096,29725.63201,1175.074259,17130.30431,33977.93386
PWY0-1479,7477.607896,39611.39495,22231.68025,87361.73614,42115.50189,1761.761091,25109.99035,43665.70021,42622.4468,55180.61524,38888.99267,1248.029689,83727.91619,73309.42454,67664.72658,56332.62311,17600.89514,118619.3211,93463.60093,71118.76367,66488.68484,62368.99988,7277.666888,116952.6948,71532.07181,82783.41994,56846.61527,40790.65898,28153.46658,60026.99153,77078.28521,88751.9444,67109.13857,11502.58101,63823.27182,83394.57775,61309.24957,56157.33433,63903.68555,88001.36707,116367.8871,58440.0796,96947.02099,50081.57447,109509.5109,31062.21187,25680.67946,74697.0495,61541.41152,92283.64218,60964.06369,90406.75979,45165.48529,66473.2146,36782.22741,91101.98656,7848.151829,64028.84308,32754.54216
PWY0-1533,6607.988869,15137.61431,11252.79868,15762.10372,28316.21188,367.3876593,11109.80888,18454.22257,20267.35231,18935.5005,9439.178789,301.1532981,16271.08783,20441.85564,13337.28933,18513.04913,2890.152382,19686.89273,28303.66088,26258.79782,24940.82079,21776.69456,654.1512796,16329.77416,18866.42211,23729.00298,23256.91343,18860.46276,16521.25416,18907.60904,21503.81803,27844.60463,15242.24852,2544.578988,15965.49484,29309.92907,13231.00407,17647.93597,17701.66628,23558.79393,23388.98948,23173.9005,19399.78546,19258.35833,26293.00557,15423.76075,7133.756088,10926.98055,27765.4094,24146.70074,17731.32918,17573.6232,23948.8027,12387.78356,20930.95,28919.45124,1676.208779,30541.71572,1872.977544
PWY0-1586,3724.343553,23991.85126,19034.66847,92968.25068,24713.79206,4434.441254,16663.03135,25549.13442,31444.2105,24947.68599,28175.06858,691.2251663,86786.5608,24864.8537,73008.56709,40511.29837,24919.57014,125052.787,33463.09207,39912.11265,30886.15747,30631.62349,6308.935749,73263.26266,78534.48724,36703.7372,28479.18311,29191.53651,26348.74186,67664.33462,28874.26906,47226.32278,73279.43456,21312.86506,70104.07264,41177.39691,65816.4415,22598.40349,49823.79408,34099.46431,122271.352,28850.79972,68485.80898,24811.49458,100550.4035,22705.00841,29496.64856,69769.03158,38917.41235,32916.59744,23026.27423,90426.31996,32222.67581,67774.63142,27595.47657,45199.41607,7532.378671,33971.35561,39643.8617
PWY0-162,14013.25884,95373.45763,63581.42619,123544.2077,103998.8848,4611.871342,62192.22206,102458.1053,96644.98187,88953.40435,59009.24348,2159.967891,113328.8679,116232.8298,100063.7527,90352.09495,34648.8588,171868.187,142754.8956,120640.141,133236.1446,114784.0812,22054.5089,173681.5238,109101.7201,124109.9413,145435.4843,104440.7526,93623.62678,90303.17068,120214.7161,146991.5883,104629.4222,30365.62391,96906.35467,148964.0837,90421.44952,87586.35104,96419.31153,146554.8582,170206.4485,128344.3476,161336.2063,105707.5945,171700.2181,77249.66423,40598.33475,108140.691,154050.0954,145030.9496,102952.3986,135432.0971,123480.9133,96506.76636,112743.7423,152682.3729,11148.05417,112724.6978,40349.76523
PWY0-166,9446.999729,67960.19469,45165.16712,98037.66793,72442.58729,3374.380049,44404.4418,73051.15359,69818.8194,65412.16075,44239.81968,1749.71613,91827.1903,87542.08172,77267.48653,68252.30933,25882.56945,134317.4121,106348.6548,90792.87038,95398.40545,85820.17958,7983.261461,127517.2145,84115.58107,91988.97116,99771.33616,72701.85685,64473.87469,70496.77712,92034.0143,109814.4825,79125.69683,22209.5699,74928.16961,111368.0736,70260.51252,65279.38865,73231.38189,109850.8352,132388.0708,90184.61756,117148.3164,75850.33838,130179.5267,54669.67564,31004.76269,83094.36192,109549.0484,110228.0156,76862.79714,102961.8453,87342.78454,75572.24073,77057.5063,115937.9606,9443.80747,84559.79388,17552.7625
PWY0-321,856.2319803,472.3539636,343.8790363,3553.265479,512.8761508,342.6843418,266.8058667,316.8294795,583.6902087,134.9054973,974.3793794,160.5889925,2141.848621,150.8237754,2116.340564,1962.284538,1031.488518,3796.147512,109.393418,287.6410675,520.6703491,124.7623226,286.7153345,415.6984977,2766.793107,127.0759461,227.841431,313.1234175,485.5601134,3315.943255,102.6545973,243.8918216,2795.133619,396.4549093,2335.477883,142.7714628,1981.664711,89.12575304,1582.447029,120.5616873,3287.851154,282.8801614,1279.82133,289.4368225,4584.625816,499.9670831,1741.282803,1313.212574,529.0563092,256.1971973,121.9092229,2395.436623,498.609274,3940.692369,441.9849434,197.9069402,1188.060922,71.63705744,607.7897081
PWY0-41,124.9723881,0,0,69.50912281,2.94554403,11.43273645,0,0,0,0,0,0,28.95226978,0,69.62018552,0,77.75677565,51.49047964,0,0,11.05301018,0,28.36501291,17.58758226,17.69765771,2.928937886,0,0,0,34.86284977,0,18.99451446,8.934915673,0,14.79988542,0,8.902525239,0,30.35346733,0,49.51587774,0,0,0,52.10687886,0,38.44759125,23.14135351,0,5.659833647,0,11.86021606,40.33603977,507.5371731,12.56372267,5.501950443,14.64466916,2.853138191,205.7207115
PWY0-42,4264.089925,28470.94708,17406.29883,44952.2672,17013.97097,820.0067356,18098.13887,31533.15485,27280.88265,38852.31611,25646.13522,583.2152181,43480.4431,45701.08335,37178.49726,35401.05227,6107.262268,62241.69618,65558.38984,39538.65485,41882.00075,33422.08355,1232.119502,84430.96602,34594.89393,60134.95631,47911.14214,30531.90022,32335.53256,25663.4352,45227.02812,55232.06996,34874.02204,2358.245979,30707.94192,46264.48088,31509.63916,39400.00524,40412.78209,55951.69624,62212.30374,34824.71343,71017.28727,30582.19445,64043.43924,22605.40244,11747.93323,46270.70988,42807.94826,56319.85667,39149.59595,51017.61614,31174.58439,38189.51632,36325.35015,52345.44464,2927.868819,42472.07877,4463.400438
PWY0-781,9570.141459,45977.1747,32031.76461,47147.96786,54122.78177,2659.184612,30479.03661,50623.28674,48348.04077,53774.99011,25043.2544,1190.429914,38855.31587,59286.82022,36011.80433,41590.14077,12552.75885,61100.26131,79167.81487,64081.67505,66058.77956,54744.43915,8037.172612,102431.5515,42368.72015,72113.01828,71028.63138,50150.79294,45004.53777,37251.61056,61630.15414,80007.07818,42382.72233,14054.02122,36278.04198,76658.55211,33645.97001,48842.66128,43868.09941,73850.83589,60915.49092,62279.85669,70285.8806,52300.01067,79186.06815,40412.98411,17686.48923,38762.35645,75786.11469,74856.06909,53535.21095,53301.86552,62282.86986,34067.24876,56220.50103,79988.94662,7474.837852,66905.11847,38190.36485
PWY0-845,3160.351109,13307.93445,8868.479715,14462.72153,24863.74136,1768.073005,9588.011145,15988.29144,15964.26291,9445.184507,9991.932049,794.189307,12089.20959,12671.74458,11032.64954,19111.78726,3364.267152,20086.12681,11425.08166,14276.76997,21334.45082,14276.42072,1203.741695,40597.77065,12954.68675,9153.969301,20184.78626,15760.19638,13484.11375,12180.0965,14109.70258,12142.28346,11938.56537,3381.764476,12932.97453,16190.92287,11210.40124,6294.60868,20408.676,12691.35135,21092.661,19955.90463,30237.21733,16176.51041,27256.33296,12011.14644,6482.256383,12486.63649,23704.69762,15899.08295,10070.28745,16839.00422,18845.02019,11764.83815,17286.25446,12525.39264,3246.015837,8799.697852,30041.87355
PWY0-862,13837.75434,84410.05398,52435.33672,93391.78516,80935.46084,2629.626033,55352.60188,93403.41558,86560.25534,83359.93841,54458.81623,2022.12863,87203.7938,112065.8837,78167.61509,83350.29397,20857.46516,126806.766,138270.3731,108804.643,123786.531,102891.9133,5839.44985,146431.9062,81339.58761,118577.7478,132979.0859,94480.05899,85894.49792,67410.03906,117018.0744,132585.2806,78070.59586,17420.1691,73371.71142,131521.3438,68602.35953,82146.8043,86262.34268,134849.2579,131953.7603,111623.3952,149997.4315,94082.75009,138671.0382,66904.36679,29100.65107,87232.61696,136559.9245,137749.6935,92509.78167,103855.346,103780.7627,78301.18129,102630.4286,137186.3476,9780.021383,96180.3038,70450.68085
PWY1G-0,0,2106.046861,1304.748809,1324.936925,6169.120795,19.7543768,1167.401833,1773.646199,1662.813932,918.7790731,339.0544237,58.52156057,493.5620131,2546.903961,703.8033991,702.94262,283.788874,745.0416155,2276.430744,2467.302306,2257.498645,1977.803566,11.65238235,4143.473624,839.0990139,1513.287899,2254.26147,1404.633717,967.7804253,465.7319834,2897.80354,2437.713041,1239.18085,137.9283602,566.8837471,2442.901245,526.7148994,1397.285716,567.1992373,3224.590723,875.9124347,2815.711067,1221.027016,2334.947626,2012.286656,1609.47219,480.0544423,579.6866343,3457.767221,3777.522135,2305.566682,997.5009114,2891.250317,596.1671883,1382.058589,3872.768541,190.7289171,2517.712557,419.1563933
