pathway,T1_D1_DP1,T2_D2_DP2,CA_DP2,T2_D0_DP1,T4_D1_DP2,T1_D1_DP3,T1_D3_DP2,T2_D3_DP2,CC_DP2,T2_D3_DP3,T2_D2_DP1,T1_D2_DP1,T4_D0_DP1,T4_D1_DP3,T3_D0_DP1,T2_D3_DP1,T1_D0_DP1,CC_DP1,T5_D3_DP3,CC_DP3,T2_D1_DP2,CB_DP3,T1_D2_DP2,CA_DP1,T4_D3_DP1,T5_D2_DP3,T3_D2_DP2,T5_D2_DP2,T5_D3_DP2,T3_D3_DP1,T4_D3_DP3,T2_D1_DP3,T4_D1_DP1,T1_D2_DP3,T4_D2_DP1,CA_DP3,T5_D2_DP1,T5_D1_DP3,CB_DP1,T3_D2_DP3,T5_D0_DP1,T3_D3_DP3,T3_D3_DP2,T3_D1_DP2,T1_D3_DP1,CB_DP2,T3_D2_DP1,T5_D1_DP1,T4_D3_DP2,T3_D1_DP3,T4_D2_DP3,T3_D1_DP1,T4_D2_DP2,T5_D3_DP1,T5_D1_DP2,T1_D3_DP3,T2_D1_DP1,T2_D2_DP3,T1_D1_DP2
PWY-3801,0,923.8595685,1081.251543,485.095537,350.7245213,0,815.8589118,1099.327574,880.2660002,172.0000146,334.8596793,0,261.7365345,261.6426049,882.2066041,276.3155395,259.5316469,537.8319431,284.1447289,343.5500452,913.2277941,499.2646001,431.562261,2112.227538,306.3567548,231.8485349,1433.392044,939.4274934,1427.592534,246.6149739,276.565485,224.4856609,216.895945,29.95049597,335.9439059,648.2620958,565.3409006,253.8592898,1107.782675,284.1936716,960.4135061,655.0194637,1517.009327,624.5210994,626.8871766,1208.879702,186.3601152,440.1305282,1354.410051,373.5798524,283.8564211,410.8487709,919.4814415,654.2436202,1448.348969,276.7365714,7.493577732,172.0767072,0
PWY-3941,0,344.6913488,268.0949486,249.4804598,532.4199618,0,215.7411372,292.4779313,392.0763594,217.9409426,260.1193794,6.572432995,270.1610971,227.0949452,202.2765552,700.2677436,334.0654566,229.9655629,210.5653764,213.2803469,267.9589523,331.1577704,38.97749742,271.580584,274.4284823,195.0596574,289.185458,310.0840879,421.1233155,272.389923,208.9643395,266.0742385,294.8845142,16.6013048,326.7388858,300.9301641,254.2022695,108.9731735,563.6146613,241.7968979,266.4979121,302.9164297,698.7988323,182.8175193,616.0659545,345.9119024,52.99879494,168.516997,475.1727835,284.7358231,126.4039608,220.625716,383.2605049,245.3806095,359.5256449,272.7474297,0,159.8979563,4.372438549
PWY-4361,15.91535465,0,0,44.33449193,0,152.4150662,0,0,2.89314619,0,0,11.61330642,12.73527202,0,104.9246336,0,127.0908949,63.74883287,0,0,0,0,13.84520452,410.451132,0,0,0,0,0,2.56883582,0,0,0,107.2098342,9.963049727,0,8.965253918,0,0,0,9.527359127,0,14.10449605,0,2.855322578,0,9.942519298,7.975950505,0,5.694093403,0,0,20.36449764,257.1592257,2.882689729,2.939986904,1.998604968,0,0
PWY-4722,0,0,0,23.98863637,0,0,0,0,17.99706612,0,0,0,3.989640713,0,0,0,0,13.49713603,0,0,0,0,0,0,8.99839453,0,0,0,0,29.98154768,0,20.99516618,8.008501568,0,8.998077115,0,44.9439123,0,0,0,23.99140905,0,0,0,14.99732331,0,0,2.999732324,0,0,0,0,0,29.97748245,0,0,0,0,0
PWY-4984,6316.593999,12619.91693,10428.36252,39860.49962,19651.46992,1111.575272,7647.456088,11040.48451,14503.97346,9973.784899,16682.37736,579.9274077,38220.26918,12170.06554,29706.3936,25774.05149,5213.413788,50291.92059,17789.60065,20138.0731,14502.58581,17401.89554,1362.239661,54330.28553,35667.21183,18082.34535,13325.80989,11858.49519,11996.99106,33041.05854,13367.23422,18957.84393,32903.9222,5085.205474,33004.96051,22798.3423,30227.18255,12086.9541,28268.5668,17686.37003,53877.6311,13914.73171,36353.93588,11907.42773,52909.08924,13562.83959,13553.02958,30975.85281,19022.90925,14942.94111,10565.56736,40765.92753,18068.46791,32058.45546,13308.01026,24985.36214,3019.301752,21929.06851,30036.86861
PWY-5005,288.7796075,11.9972325,1.199959314,69.55682724,0,0,0,0,9.598394395,129.3873575,0,472.764961,0,0,11.99837345,0,0,230.0596883,0,9.59902778,0,2.399928766,138.5275369,0,0,5.999646152,0,16.79520623,0,27.59064799,0,25.1947849,14.39766242,394.1072536,29.98935147,0,0,0,0,0,17.39800783,0,9.599105462,0,2.399955895,0,157.7214667,0,0,0,0,13.60632474,0,45.57508576,0,5.999701302,255.5831705,2.399939706,228.6174109
PWY-5022,4028.496228,9703.241565,7415.02925,21918.98906,15801.01829,775.9270351,6219.76667,9105.624323,10896.47411,5664.132176,10007.4709,450.2707926,18044.35153,7159.238976,16639.9319,17104.17004,3517.055515,27642.81245,7276.773692,11689.72928,11801.61823,8691.080233,1097.338623,33849.57735,18412.15589,9774.834519,10534.52972,8251.181266,8734.209866,17497.92285,8157.32881,9902.866067,15961.95866,4725.698812,17110.39105,10785.02179,14983.27325,4682.751666,19688.72343,9168.291337,29182.70136,10165.99581,26287.08378,8943.561117,29203.46827,9847.943727,7914.100784,15315.93268,13378.4003,9906.437863,6339.155169,20355.10679,12606.54831,17525.03876,10012.02663,10442.20607,4568.201144,7253.811128,3180.996648
PWY-5028,1410.002476,5433.745997,4612.738936,28716.31119,6948.85243,943.0583703,3756.025743,5636.508564,7973.139787,2574.062793,9276.820745,175.729891,28188.37771,2850.670118,21206.16371,13813.94658,2216.581862,33651.85396,2950.578498,6148.262099,7632.156222,5123.768848,585.3763098,22991.74447,25373.78493,6073.434993,6149.312405,6020.963173,6432.079642,24813.92153,3486.503619,3987.849964,21256.43572,683.8374568,23671.01159,6267.537479,21522.44636,1870.582087,15885.23047,3143.24408,37866.44907,5291.233936,16660.53788,4901.618919,30869.79777,6497.991063,8933.795105,19673.82369,7512.824694,3766.848532,1968.014885,25438.3419,7572.846773,22644.6507,6741.681301,4006.529585,1969.97417,2309.615115,735.6930028
PWY-5088,0,0,0,76.4225555,0,0,0,0,0,22.32094562,0,4.422429814,0,0,0,0,0,127.3028799,0,24.37032108,0,3.999383681,31.47592368,0,0,29.56602079,0,0,0,22.9733127,0,1.48429287,0,1346.776673,44.06861827,3.333951064,0,0,0,0,14.96708037,0,17.65546619,0,13.1167952,0,0,0,0,0,8.786336655,42.78109341,0,0,0,2.394273537,0,0,0
PWY-5097,13744.52217,86965.47944,58173.99948,119613.2224,93171.87065,4684.662477,57078.54102,93900.92831,89650.54955,84766.29317,56345.39082,2076.011753,109450.8527,108632.8998,97090.99654,85834.43001,33236.59028,165417.086,135699.1286,113368.4341,121681.8239,106454.0512,21303.46293,164981.9359,105642.9482,117920.2122,131632.0132,95877.8804,86695.74781,87307.56966,114236.5237,139316.7606,101387.0808,29162.81285,93803.56528,138995.5741,87468.71922,83303.8005,91856.89194,137091.2296,164258.278,116283.2272,153669.5688,96846.13679,164514.9641,71577.95219,39258.93801,104138.2058,141482.8185,136477.6699,96178.89151,130412.67,112823.1148,93414.96666,102768.4375,143653.1434,10715.30197,106449.7412,44310.85963
PWY-5100,4492.623234,24566.45185,17102.54362,15820.34603,21392.57194,3268.36804,15984.40714,26285.09109,25227.39336,38932.54618,5169.633794,737.0036137,6872.511764,32327.14858,7598.80362,8679.015194,6869.436568,22534.41409,45665.0739,34766.25728,35965.74068,32986.86519,5511.584886,39245.54811,8663.274182,39434.31081,37654.38655,26781.92773,22051.46047,6883.355529,32229.81493,54129.59918,8555.40332,23044.14949,7819.573844,44768.2528,6493.982177,28732.54468,10411.93299,42958.16512,13619.41848,35399.19758,15156.84057,29600.19252,18142.31396,21281.98325,4055.304435,8392.575229,40886.17394,38671.09084,34540.55845,11473.71595,35077.31025,7848.621764,27788.50448,43888.53398,1300.685222,44644.69531,3738.57055
PWY-5101,22268.01824,120636.1285,82280.75859,173343.1117,140833.3964,6538.004517,79983.91429,130261.1122,127591.129,95732.13786,78793.50053,2689.50394,159868.1206,126421.4241,138818.5921,121876.1541,44521.55447,237525.5291,145885.1389,141569.3767,167122.5143,135061.5182,27123.33947,222728.6163,153547.9252,127352.796,183453.3954,133708.9464,122619.1478,128908.2067,131918.4714,158691.6763,144953.5609,35906.80996,134356.6558,171658.1844,125864.6583,89170.76639,129348.7375,158630.8974,234272.2257,159181.2664,205724.7896,130524.7347,234501.9835,102625.8813,56330.29429,146820.0739,195905.2218,155265.9913,112086.438,186140.3126,157927.7907,133300.0701,146751.1409,165648.5715,17135.14707,124472.218,22185.57347
PWY-5103,16484.23472,101446.7937,67755.39319,134384.7657,114631.8652,5093.274471,66863.06558,109657.4019,104750.9591,85901.12729,63633.94755,2288.369719,124869.7919,113591.2953,109112.3051,97619.2368,34658.23091,185584.844,132481.6672,124417.2538,142142.1458,118465.7082,23127.31354,185310.8063,119365.9176,115581.1846,155289.2298,111674.8266,101143.5129,98537.15937,118326.9856,141962.8644,113353.9088,29389.10695,104615.0283,151099.5944,98290.83759,80794.31905,104394.9831,142103.6824,184255.812,136274.0967,170757.1403,111880.4626,185456.852,83677.3864,43845.32248,117160.5181,164384.6824,139881.3748,100237.8949,147071.1191,132330.2742,104568.6639,121532.8899,147959.9649,12889.27535,110925.1157,20779.98955
